tf_id,bdgi,NA,prop_gi,sum_areas,check,built,description,oslandusetiera,oslandusetierb,capturespecification,planted_by,plant_date,area,class_area,feature,trees,tf_age,elevation
287,4265317.57842156,2656728.57860315,0.61619317202804,2152547.661523,0,0.31482279885543,Bare Earth Or Grass,Education,"[""School""]",Urban,"Corporate Employees, Volunteer Group, School Children, Earthwatch, Landscape contractors

",2022-04-08,206,24,Yes,"Aspen(Populus tremula) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Buckthorn, purging(Rhamnus cathartica) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Elder(Sambucus nigra) | Hawthorn(Crataegus monogyna) | Lime, small-leaved(Tilia cordata) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia)",580,87.3297729492188
288,20739.1164543283,2267889.66557321,0.00906180880761058,2288628.78202754,0,0.271506832875866,Bare Earth Or Grass,Unknown Or Unused Natural,[],Rural,"Corporate Employees, Volunteer Group, Local Residents, Earthwatch, Landscape contractors

",2022-04-14,201,,No,"Alder, red(Alnus rubra) | Aspen(Populus tremula) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Elder(Sambucus nigra) | Hawthorn(Crataegus monogyna) | Lime, small-leaved(Tilia cordata) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Pear, common(Pyrus communis) | Rowan(Sorbus aucuparia)",574,110.586692810059
289,154634.32817195,2067948.66736591,0.0695741524534289,2222582.99553786,0,0.292529859656315,Arable Or Grazing Land,Agriculture Or Aquaculture,"[""Agriculture""]",Rural,"Corporate Employees, Volunteer Group, Local Residents, Earthwatch, Landscape contractors

",2022-04-12,200,,No,"Alder, red(Alnus rubra) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Hawthorn(Crataegus monogyna) | Lime, small-leaved(Tilia cordata) | Oak, english(Quercus robur) | Rowan(Sorbus aucuparia) | Willow, goat(Salix caprea)",576,83.8733139038086
290,888975.01431014,380945.590554145,0.700024088832817,1269920.60486428,0,0.595771716803199,Bare Earth Or Grass,Unknown Or Unused Natural,[],Urban,"Local Residents, School Children

",2022-03-28,200,,,"Alder(Alnus glutinosa) | Alder buckthorn(Frangula alnus) | Apple, crab(Malus sylvestris) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Broom(Cytisus scoparius) | Cherry, wild(Prunus avium) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Gorse(Ulex europaeus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Heather(Calluna vulgaris) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia) | Spindle(Euonymus europaea) | Whitebeam(Sorbus aria) | Wild service tree(Sorbus torminalis) | Willow, grey(Salix cinerea subsp. Oleifolia)",591,12.1227188110352
292,741768.502407321,276747.672937429,0.728283477831116,1018516.17534475,0,0.675796232149663,Bare Earth Or Grass,Sports Attraction Or Facility,[],Urban,"Volunteer Group, Local Residents

",2022-03-08,200,3,No,"Apple, crab(Malus sylvestris) | Beech, common(Fagus sylvatica) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Dog Rose(Rosa canina) | Elm, wych(Ulmus glabra) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Lime, small-leaved(Tilia cordata) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Wayfaring tree(Viburnum lantana) | Willow, goat(Salix caprea)",611,45.5958595275879
299,17903.396588704,98112.5123726829,0.154318461571186,116015.908961387,0,0.963070989222992,Bare Earth Or Grass,Unknown Or Unused Natural,[],Urban,"
",2022-04-01,100,,Yes,"Alder(Alnus glutinosa) | Apple, crab(Malus sylvestris) | Aspen(Populus tremula) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Cherry, bird(Prunus padus) | Cherry, wild(Prunus avium) | Common walnut (Juglans regia) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Elder(Sambucus nigra) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Maple, field(Acer campestre) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia) | Spindle(Euonymus europaea) | Sweet chestnut(Castanea sativa) | Willow, eared(Salix aurita) | Willow, grey(Salix cinerea subsp. Oleifolia)",587,7.90582704544067
300,933622.158624258,371215.606019246,0.715508229392283,1304837.7646435,0,0.584657239648015,Bare Earth Or Grass,Sports Attraction Or Facility,[],Urban,"
",2022-04-01,100,,,"Alder(Alnus glutinosa) | Apple, crab(Malus sylvestris) | Aspen(Populus tremula) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Cherry, bird(Prunus padus) | Cherry, wild(Prunus avium) | Common walnut (Juglans regia) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Elder(Sambucus nigra) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Maple, field(Acer campestre) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia) | Spindle(Euonymus europaea) | Sweet chestnut(Castanea sativa) | Willow, eared(Salix aurita) | Willow, grey(Salix cinerea subsp. Oleifolia)",587,34.0041160583496
301,95145.762921738,340121.685953744,0.218591496257182,435267.448875482,0,0.861450067888936,Made Surface,Unknown Or Unused Artificial,[],Rural,"Volunteer Group, Local Residents, School Children

",2021-02-15,100,,,"Alder(Alnus glutinosa) | Apple, crab(Malus sylvestris) | Aspen(Populus tremula) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Cherry, bird(Prunus padus) | Cherry, wild(Prunus avium) | Common walnut (Juglans regia) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Elder(Sambucus nigra) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Maple, field(Acer campestre) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia) | Spindle(Euonymus europaea) | Sweet chestnut(Castanea sativa) | Willow, eared(Salix aurita) | Willow, grey(Salix cinerea subsp. Oleifolia)",997,178.78190612793
303,654263.800252584,848030.242913308,0.435509814625775,1502294.04316589,0,0.521804954105279,Bare Earth Or Grass,Sports Attraction Or Facility,"[""Football""]",Rural,"Volunteer Group, Local Residents

",2021-03-09,100,,,"Alder(Alnus glutinosa) | Apple, crab(Malus sylvestris) | Aspen(Populus tremula) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Cherry, bird(Prunus padus) | Cherry, wild(Prunus avium) | Common walnut (Juglans regia) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Elder(Sambucus nigra) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Maple, field(Acer campestre) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia) | Spindle(Euonymus europaea) | Sweet chestnut(Castanea sativa) | Willow, eared(Salix aurita) | Willow, grey(Salix cinerea subsp. Oleifolia)",975,4.2410135269165
304,552298.336108979,581230.815634526,0.487237875849489,1133529.15174351,0,0.639186464722516,Bare Earth Or Grass,Attraction Or Activity,"[""Outdoor Amenity""]",Rural,"Volunteer Group, Local Residents

",2022-02-08,100,,,"Alder(Alnus glutinosa) | Apple, crab(Malus sylvestris) | Aspen(Populus tremula) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Cherry, bird(Prunus padus) | Cherry, wild(Prunus avium) | Common walnut (Juglans regia) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Elder(Sambucus nigra) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Maple, field(Acer campestre) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia) | Spindle(Euonymus europaea) | Sweet chestnut(Castanea sativa) | Willow, eared(Salix aurita) | Willow, grey(Salix cinerea subsp. Oleifolia)",639,30.9497489929199
305,348676.251034784,1370644.60197144,0.202798826306983,1719320.85300622,0,0.452723174966171,Bare Earth Or Grass,Education,"[""School""]",Rural,"Volunteer Group, Local Residents, School Children, Earthwatch

",2022-02-28,100,,,"Alder(Alnus glutinosa) | Apple, crab(Malus sylvestris) | Aspen(Populus tremula) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Cherry, bird(Prunus padus) | Cherry, wild(Prunus avium) | Common walnut (Juglans regia) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Elder(Sambucus nigra) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Maple, field(Acer campestre) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia) | Spindle(Euonymus europaea) | Sweet chestnut(Castanea sativa) | Willow, eared(Salix aurita) | Willow, grey(Salix cinerea subsp. Oleifolia)",619,52.0824699401856
307,157047.396177597,2794386.56824507,0.0532105403917846,2951433.96442267,0,0.060529390705647,Bare Earth Or Grass,Education,"[""School""]",Rural,"School Children, Earthwatch

",2022-11-22,205,18,No,"Alder(Alnus glutinosa) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Cherry, bird(Prunus padus) | Cherry, wild(Prunus avium) | Common privet(Ligustrum vulgare) | Dogwood(Cornus sanguinea) | Elder(Sambucus nigra) | Elm, wych(Ulmus glabra) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Maple, field(Acer campestre) | Oak, english(Quercus robur) | Rowan(Sorbus aucuparia) | Spindle(Euonymus europaea) | Willow, goat(Salix caprea)",352,0.0854783579707146
308,1019506.6434507,3322805.44926637,0.234784285809539,3099424.085928,0,0.0134226719729583,Bare Earth Or Grass,Education,"[""School""]",Rural,"School Children, Earthwatch, Landscape contractors

",2022-12-13,197,28,No,"Alder(Alnus glutinosa) | Alder buckthorn(Frangula alnus) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Cherry, bird(Prunus padus) | Dog Rose(Rosa canina) | Elm, wych(Ulmus glabra) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Willow, grey(Salix cinerea subsp. Oleifolia)",331,26.6870250701904
309,451008.413863136,1960525.72725172,0.18702136792251,2411534.14111486,0,0.232384842013404,Bare Earth Or Grass,Education,"[""School""]",Rural,"School Children, Earthwatch

",2022-11-28,200,18,No,"Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Broom(Cytisus scoparius) | Cherry, bird(Prunus padus) | Dog Rose(Rosa canina) | Elm, wych(Ulmus glabra) | Gorse(Ulex europaeus) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Heather(Calluna vulgaris) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Willow, grey(Salix cinerea subsp. Oleifolia)",346,12.5628805160523
313,394326.935096672,52969.8148342028,0.881577912554945,447296.749930875,0,0.857621022439124,Bare Earth Or Grass,Sports Attraction Or Facility,[],Urban,"Corporate Employees, Volunteer Group, Local Residents, Earthwatch, Landscape contractors

",2022-10-27,200,20,No,"Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Dog Rose(Rosa canina) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Lime, large-leaved(Tilia platyphyllos) | Lime, small-leaved(Tilia cordata) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia) | Whitebeam(Sorbus aria) | Wild service tree(Sorbus torminalis) | Willow, grey(Salix cinerea subsp. Oleifolia)",378,28.4208679199219
315,556630.264525133,271448.442542125,0.672194876857185,828078.707067258,0,0.736414361002201,Bare Earth Or Grass,Unknown Or Unused Natural,[],Urban,"Local Residents, School Children

",2022-12-16,200,,,"Beech, common(Fagus sylvatica) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Holly(Ilex aquifolium) | Lime, small-leaved(Tilia cordata) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia) | Whitebeam(Sorbus aria) | Wild service tree(Sorbus torminalis) | Willow, goat(Salix caprea)",328,14.5254430770874
316,605186.35571393,238614.901234493,0.717214333032123,843801.256948424,0,0.731409717939008,Bare Earth Or Grass,Attraction Or Activity,"[""Outdoor Amenity""]",Urban,"Volunteer Group, Local Residents

",2022-11-22,205,74,No,"Alder(Alnus glutinosa) | Beech, common(Fagus sylvatica) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Broom(Cytisus scoparius) | Dog Rose(Rosa canina) | Elder(Sambucus nigra) | Elm, wych(Ulmus glabra) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Maple, field(Acer campestre) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Spindle(Euonymus europaea) | Wild service tree(Sorbus torminalis) | Willow, goat(Salix caprea)",352,15.4807596206665
318,2835390.42305745,1605801.76623715,0.638430021085802,2468727.650064,0,0.214179582689349,Bare Earth Or Grass,Sports Attraction Or Facility,[],Urban,"Volunteer Group, Earthwatch, University Staff & Students

",2022-11-16,200,20,,"Alder(Alnus glutinosa) | Bilberry(Vaccinium myrtillus) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Broom(Cytisus scoparius) | Cherry, bird(Prunus padus) | Dog Rose(Rosa canina) | Elm, wych(Ulmus glabra) | Gorse(Ulex europaeus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Heather(Calluna vulgaris) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Pine, scots(Pinus sylvestris)",358,33.4146575927734
319,788630.418597611,314321.262304854,0.715018103016383,1102951.68090247,0,0.648919575985716,Bare Earth Or Grass,Education,"[""School""]",Urban,"School Children

",2023-03-01,200,,,"Alder(Alnus glutinosa) | Bilberry(Vaccinium myrtillus) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Cherry, wild(Prunus avium) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Lime, large-leaved(Tilia platyphyllos) | Maple, field(Acer campestre) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia) | Wild service tree(Sorbus torminalis) | Willow, goat(Salix caprea)",253,129.072891235352
320,474567.782039811,690784.379175595,0.407231219741215,1165352.16121541,0,0.62905688619949,Bare Earth Or Grass,Unknown Or Unused Natural,[],Urban,"Corporate Employees, Local Residents, School Children, Earthwatch

",2023-03-21,200,30,Yes,"Alder(Alnus glutinosa) | Apple, crab(Malus sylvestris) | Beech, common(Fagus sylvatica) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Cherry, wild(Prunus avium) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Lime, large-leaved(Tilia platyphyllos) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia) | Wild service tree(Sorbus torminalis)",233,76.3247299194336
321,507480.867972112,539198.552656307,0.484848424427246,1046679.42062842,0,0.666831592748852,Scrub,Unknown Or Unused Natural,[],Urban,"Volunteer Group, Local Residents, School Children, Earthwatch

",2023-02-04,200,30,No,"Alder(Alnus glutinosa) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Broom(Cytisus scoparius) | Buckthorn, purging(Rhamnus cathartica) | Cherry, bird(Prunus padus) | Dog Rose(Rosa canina) | Elm, wych(Ulmus glabra) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Heather(Calluna vulgaris) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Oak, english(Quercus robur) | Willow, grey(Salix cinerea subsp. Oleifolia)",278,75
323,880935.999024967,123354.655982882,0.877172355066952,1004290.65500785,0,0.680324355909006,Bare Earth Or Grass,Education,"[""School""]",Urban,"School Children, Earthwatch, Landscape contractors

",2023-02-27,197,28,No,"Alder(Alnus glutinosa) | Apple, crab(Malus sylvestris) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Broom(Cytisus scoparius) | Cherry, bird(Prunus padus) | Cherry, wild(Prunus avium) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Lime, large-leaved(Tilia platyphyllos) | Lime, small-leaved(Tilia cordata) | Maple, field(Acer campestre) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia) | Willow, grey(Salix cinerea subsp. Oleifolia)",255,89.3213577270508
324,121021.027597642,1544107.25655004,0.0726797020684731,1665128.28414768,0,0.46997320539154,Bare Earth Or Grass,Education,"[""School""]",Rural,"Local Residents, School Children, Earthwatch

",2023-02-08,200,20,No,"Alder(Alnus glutinosa) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Box, common(Buxus sempervirens) | Broom(Cytisus scoparius) | Buckthorn, purging(Rhamnus cathartica) | Cherry, bird(Prunus padus) | Elm, wych(Ulmus glabra) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Maple, field(Acer campestre) | Oak, english(Quercus robur) | Rowan(Sorbus aucuparia)",274,33.2456512451172
326,556671.518846512,408748.595232556,0.57661064932082,965420.114079068,0,0.69269723336795,Bare Earth Or Grass,Sports Attraction Or Facility,[],Urban,"Volunteer Group, Earthwatch, Landscape contractors

",2022-12-17,205,18,No,"Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Box, common(Buxus sempervirens) | Buckthorn, purging(Rhamnus cathartica) | Dog Rose(Rosa canina) | Elm, wych(Ulmus glabra) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia) | Wild service tree(Sorbus torminalis)",327,183.13542175293
327,31755.0932475888,1308140.15476837,0.0236996834600392,1339895.24801596,0,0.573498096105839,Bare Earth Or Grass,Education,"[""University""]",Rural,"Volunteer Group, Earthwatch, University Staff & Students

",2023-03-23,198,28,No,"Alder(Alnus glutinosa) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Broom(Cytisus scoparius) | Cherry, wild(Prunus avium) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Hornbeam(Carpinus betulus) | Lime, large-leaved(Tilia platyphyllos) | Maple, field(Acer campestre) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia) | Willow, goat(Salix caprea)",231,107.007064819336
329,838339.4307208,412858.779758148,0.670029275697166,1251198.21047895,0,0.601731240029084,Bare Earth Or Grass,Education,"[""School""]",Urban,"School Children, Earthwatch

",2023-01-31,200,30,No,"Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Broom(Cytisus scoparius) | Buckthorn, purging(Rhamnus cathartica) | Cherry, bird(Prunus padus) | Dog Rose(Rosa canina) | Elm, wych(Ulmus glabra) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Heather(Calluna vulgaris) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea)",282,80.9525375366211
330,2647229.66247557,1291606.14953511,0.672084288053689,1574320.76994,0,0.49887813490362,Bare Earth Or Grass,Education,"[""School""]",Urban,"School Children, Landscape contractors

",2022-12-14,200,30,No,"Alder(Alnus glutinosa) | Alder buckthorn(Frangula alnus) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Broom(Cytisus scoparius) | Buckthorn, purging(Rhamnus cathartica) | Cherry, bird(Prunus padus) | Dog Rose(Rosa canina) | Elm, wych(Ulmus glabra) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea)",330,68.4526214599609
331,644878.822518883,256840.683411185,0.715165656590439,901719.505930064,0,0.712973766697697,Bare Earth Or Grass,Attraction Or Activity,"[""Outdoor Amenity""]",Urban,"Corporate Employees, Local Residents, School Children, Earthwatch

",2022-12-08,200,30,No,"Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Broom(Cytisus scoparius) | Common privet(Ligustrum vulgare) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Elm, wych(Ulmus glabra) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Oak, english(Quercus robur) | Rowan(Sorbus aucuparia) | Spindle(Euonymus europaea) | Wayfaring tree(Viburnum lantana) | Whitebeam(Sorbus aria) | Wild service tree(Sorbus torminalis) | Willow, goat(Salix caprea)",336,2.00402069091797
333,666588.038674092,517755.30618816,0.562833439783985,589626.020385001,0,0.812316208560249,Bare Earth Or Grass,Education,"[""School""]",Urban,"School Children, Earthwatch

",2023-01-25,200,30,,"Alder(Alnus glutinosa) | Alder buckthorn(Frangula alnus) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Buckthorn, purging(Rhamnus cathartica) | Cherry, bird(Prunus padus) | Dog Rose(Rosa canina) | Elm, wych(Ulmus glabra) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Maple, field(Acer campestre) | Oak, english(Quercus robur) | Rowan(Sorbus aucuparia) | Willow, grey(Salix cinerea subsp. Oleifolia)",288,97.2904205322266
334,3655360.64646098,2928406.08696849,0.555208104184595,2135341.54673201,0,0.320299675296216,Bare Earth Or Grass,Education,"[""School""]",Urban,"
",2023-01-20,200,30,,"Alder(Alnus glutinosa) | Alder buckthorn(Frangula alnus) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Broom(Cytisus scoparius) | Buckthorn, purging(Rhamnus cathartica) | Cherry, bird(Prunus padus) | Cherry, wild(Prunus avium) | Elm, wych(Ulmus glabra) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Maple, field(Acer campestre) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia) | Willow, goat(Salix caprea)",293,80.2476425170899
335,3565054.93143038,2544421.09317483,0.583528753868995,1809423.477865,0,0.424042618702513,Bare Earth Or Grass,Education,"[""School""]",Urban,"Corporate Employees, School Children, Earthwatch

",2023-02-28,200,30,Yes,"Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Broom(Cytisus scoparius) | Buckthorn, purging(Rhamnus cathartica) | Cherry, bird(Prunus padus) | Dog Rose(Rosa canina) | Elm, wych(Ulmus glabra) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Maple, field(Acer campestre) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia)",254,86.688346862793
336,1188107.08702166,488812.91811093,0.708505524047176,1676920.00513259,0,0.466219784026925,Bare Earth Or Grass,Education,"[""School""]",Urban,"School Children, Earthwatch

",2023-01-19,200,30,,"Alder(Alnus glutinosa) | Alder buckthorn(Frangula alnus) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Broom(Cytisus scoparius) | Buckthorn, purging(Rhamnus cathartica) | Cherry, bird(Prunus padus) | Dog Rose(Rosa canina) | Elm, wych(Ulmus glabra) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Lime, large-leaved(Tilia platyphyllos) | Lime, small-leaved(Tilia cordata) | Maple, field(Acer campestre) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia) | Willow, goat(Salix caprea)",294,89.0266265869141
337,4281881.1083347,2412213.74079592,0.639650498661637,2032082.434676,0,0.353168071502203,Bare Earth Or Grass,Education,"[""School""]",Urban,"School Children, Earthwatch

",2023-03-09,200,30,,"Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Broom(Cytisus scoparius) | Cherry, bird(Prunus padus) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Elder(Sambucus nigra) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Lime, large-leaved(Tilia platyphyllos) | Lime, small-leaved(Tilia cordata) | Maple, field(Acer campestre) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia)",245,86.9243621826172
