"location_id","location_type","samplecount"
144375,"Linear plot",6
144376,"Linear plot",6
144380,"Square plot 5 x 5 m, most habitats",6
144381,"Linear plot",5
144382,"Square plot 5 x 5 m, most habitats",5
144383,"Linear plot",7
144384,"Square plot 5 x 5 m, most habitats",5
144385,"Linear plot",1
144386,"Linear plot",7
144387,"Square plot 10 x 10 m, woodlands",1
144389,"Square plot 5 x 5 m, most habitats",1
144390,"Square plot 5 x 5 m, most habitats",1
144391,"Square plot 5 x 5 m, most habitats",1
144392,"Linear plot",5
144393,"Square plot 10 x 10 m, woodlands",7
144394,"Square plot 5 x 5 m, most habitats",5
144395,"Square plot 10 x 10 m, woodlands",7
144399,"Linear plot",14
144400,"Linear plot",5
144401,"Square plot 10 x 10 m, woodlands",7
144402,"Square plot 10 x 10 m, woodlands",4
144403,"Linear plot",7
144404,"Linear plot",7
144405,"Square plot 5 x 5 m, most habitats",7
144410,"Square plot 10 x 10 m, woodlands",13
144411,"Square plot 5 x 5 m, most habitats",13
144412,"Square plot 5 x 5 m, most habitats",14
144413,"Linear plot",13
144414,"Square plot 5 x 5 m, most habitats",13
144415,"Square plot 10 x 10 m, woodlands",4
144418,"Square plot 5 x 5 m, most habitats",4
144419,"Linear plot",1
144420,"Square plot 5 x 5 m, most habitats",4
144421,"Linear plot",1
144422,"Linear plot",4
144423,"Square plot 10 x 10 m, woodlands",1
144424,"Square plot 5 x 5 m, most habitats",5
144425,"Square plot 5 x 5 m, most habitats",1
144426,"Square plot 10 x 10 m, woodlands",1
144440,"Square plot 5 x 5 m, most habitats",14
144441,"Square plot 5 x 5 m, most habitats",14
144450,"Square plot 10 x 10 m, woodlands",8
144451,"Linear plot",8
144452,"Square plot 10 x 10 m, woodlands",8
144453,"Linear plot",9
144454,"Square plot 5 x 5 m, most habitats",7
144457,"Square plot 10 x 10 m, woodlands",6
144458,"Linear plot",6
144459,"Linear plot",6
144460,"Linear plot",6
144461,"Square plot 5 x 5 m, most habitats",6
144467,"Linear plot",13
144468,"Square plot 5 x 5 m, most habitats",13
144469,"Square plot 5 x 5 m, most habitats",13
144470,"Linear plot",13
144471,"Square plot 10 x 10 m, woodlands",13
144473,"Linear plot",4
144480,"Linear plot",2
144481,"Linear plot",4
144485,"Square plot 5 x 5 m, most habitats",6
144486,"Square plot 5 x 5 m, most habitats",6
144487,"Square plot 5 x 5 m, most habitats",5
144489,"Square plot 5 x 5 m, most habitats",1
144490,"Square plot 5 x 5 m, most habitats",1
144491,"Square plot 5 x 5 m, most habitats",1
144492,"Square plot 5 x 5 m, most habitats",1
144493,"Linear plot",4
144494,"Linear plot",1
144495,"Square plot 5 x 5 m, most habitats",1
144497,"Square plot 5 x 5 m, most habitats",1
144498,"Linear plot",7
144500,"Square plot 10 x 10 m, woodlands",7
144501,"Linear plot",6
144502,"Square plot 5 x 5 m, most habitats",2
144503,"Linear plot",3
144516,"Linear plot",7
144519,"Square plot 5 x 5 m, most habitats",8
144520,"Square plot 5 x 5 m, most habitats",8
144521,"Square plot 5 x 5 m, most habitats",9
144522,"Linear plot",8
144532,"Square plot 10 x 10 m, woodlands",5
144533,"Linear plot",6
144534,"Linear plot",5
144535,"Square plot 5 x 5 m, most habitats",5
144536,"Linear plot",6
144538,"Linear plot",5
144539,"Linear plot",5
144540,"Linear plot",4
144542,"Linear plot",1
144543,"Square plot 5 x 5 m, most habitats",13
144544,"Linear plot",1
144545,"Linear plot",7
144546,"Square plot 5 x 5 m, most habitats",1
144547,"Square plot 10 x 10 m, woodlands",13
144548,"Linear plot",7
144549,"Square plot 5 x 5 m, most habitats",7
144550,"Linear plot",13
144551,"Square plot 10 x 10 m, woodlands",2
144552,"Square plot 5 x 5 m, most habitats",7
144553,"Square plot 5 x 5 m, most habitats",7
144554,"Linear plot",3
144555,"Square plot 5 x 5 m, most habitats",5
144556,"Linear plot",5
144557,"Linear plot",3
144564,"Linear plot",13
144567,"Linear plot",13
144569,"Square plot 5 x 5 m, most habitats",13
144570,"Square plot 5 x 5 m, most habitats",13
144571,"Square plot 5 x 5 m, most habitats",13
144572,"Square plot 10 x 10 m, woodlands",2
144573,"Square plot 5 x 5 m, most habitats",1
144575,"Linear plot",1
144577,"Square plot 5 x 5 m, most habitats",1
144579,"Linear plot",1
144586,"Square plot 5 x 5 m, most habitats",12
144587,"Square plot 5 x 5 m, most habitats",14
144590,"Linear plot",12
144591,"Linear plot",14
144592,"Square plot 10 x 10 m, woodlands",14
144593,"Linear plot",14
144598,"Linear plot",12
144611,"Square plot 5 x 5 m, most habitats",1
144612,"Linear plot",1
144618,"Linear plot",15
144619,"Square plot 10 x 10 m, woodlands",16
144620,"Linear plot",15
144621,"Square plot 5 x 5 m, most habitats",15
144631,"Square plot 5 x 5 m, most habitats",13
144632,"Square plot 10 x 10 m, woodlands",13
144633,"Linear plot",12
144641,"Square plot 5 x 5 m, most habitats",13
144642,"Linear plot",4
144643,"Linear plot",4
144645,"Square plot 5 x 5 m, most habitats",4
144646,"Square plot 5 x 5 m, most habitats",4
144647,"Square plot 5 x 5 m, most habitats",4
144648,"Square plot 10 x 10 m, woodlands",12
144649,"Linear plot",12
144650,"Linear plot",12
144651,"Linear plot",12
144652,"Square plot 10 x 10 m, woodlands",16
144655,"Square plot 5 x 5 m, most habitats",13
144656,"Square plot 5 x 5 m, most habitats",13
144658,"Square plot 5 x 5 m, most habitats",13
144668,"Linear plot",13
144675,"Square plot 5 x 5 m, most habitats",4
144676,"Square plot 5 x 5 m, most habitats",4
144677,"Linear plot",4
144678,"Square plot 5 x 5 m, most habitats",4
144679,"Square plot 10 x 10 m, woodlands",4
144681,"Linear plot",16
144687,"Linear plot",16
144688,"Square plot 5 x 5 m, most habitats",14
144689,"Linear plot",11
144690,"Square plot 10 x 10 m, woodlands",13
144692,"Square plot 5 x 5 m, most habitats",12
144693,"Square plot 5 x 5 m, most habitats",5
144694,"Linear plot",13
144697,"Linear plot",1
144698,"Square plot 5 x 5 m, most habitats",1
144699,"Linear plot",1
144700,"Square plot 5 x 5 m, most habitats",1
144701,"Square plot 5 x 5 m, most habitats",1
144705,"Square plot 5 x 5 m, most habitats",8
144706,"Square plot 5 x 5 m, most habitats",10
144707,"Linear plot",11
144708,"Linear plot",11
144712,"Linear plot",4
144713,"Linear plot",3
144717,"Square plot 5 x 5 m, most habitats",2
144718,"Square plot 5 x 5 m, most habitats",2
144725,"Linear plot",2
144726,"Linear plot",2
144729,"Square plot 5 x 5 m, most habitats",4
144730,"Square plot 5 x 5 m, most habitats",4
144731,"Linear plot",4
144790,"Square plot 5 x 5 m, most habitats",4
144791,"Square plot 5 x 5 m, most habitats",4
144792,"Square plot 5 x 5 m, most habitats",4
144793,"Square plot 5 x 5 m, most habitats",4
144794,"Linear plot",4
144796,"Square plot 5 x 5 m, most habitats",3
144798,"Linear plot",2
144799,"Linear plot",2
144800,"Linear plot",1
144809,"Square plot 5 x 5 m, most habitats",2
144810,"Linear plot",7
144811,"Square plot 5 x 5 m, most habitats",7
144812,"Linear plot",6
144814,"Square plot 10 x 10 m, woodlands",6
144816,"Linear plot",7
144818,"Square plot 5 x 5 m, most habitats",7
144820,"Square plot 5 x 5 m, most habitats",7
144821,"Square plot 5 x 5 m, most habitats",7
144822,"Square plot 10 x 10 m, woodlands",2
144824,"Square plot 5 x 5 m, most habitats",1
144827,"Square plot 5 x 5 m, most habitats",10
144833,"Square plot 5 x 5 m, most habitats",2
144835,"Square plot 5 x 5 m, most habitats",2
144836,"Square plot 5 x 5 m, most habitats",2
144837,"Linear plot",2
144847,"Linear plot",3
144848,"Square plot 10 x 10 m, woodlands",2
144849,"Square plot 5 x 5 m, most habitats",1
144850,"Square plot 10 x 10 m, woodlands",2
144851,"Linear plot",1
144852,"Square plot 5 x 5 m, most habitats",2
144853,"Square plot 5 x 5 m, most habitats",2
144854,"Square plot 5 x 5 m, most habitats",2
144855,"Square plot 5 x 5 m, most habitats",1
144856,"Square plot 5 x 5 m, most habitats",1
144857,"Square plot 10 x 10 m, woodlands",1
144862,"Square plot 5 x 5 m, most habitats",6
144863,"Square plot 5 x 5 m, most habitats",6
144864,"Linear plot",6
144865,"Linear plot",6
144866,"Linear plot",6
144870,"Linear plot",15
144874,"Square plot 10 x 10 m, woodlands",14
144898,"Square plot 5 x 5 m, most habitats",11
144899,"Linear plot",12
144900,"Linear plot",12
144901,"Square plot 10 x 10 m, woodlands",8
144902,"Square plot 10 x 10 m, woodlands",12
144911,"Square plot 5 x 5 m, most habitats",12
144912,"Linear plot",14
144913,"Square plot 5 x 5 m, most habitats",14
144914,"Square plot 5 x 5 m, most habitats",6
144915,"Linear plot",4
144916,"Linear plot",6
144917,"Square plot 5 x 5 m, most habitats",6
144918,"Square plot 5 x 5 m, most habitats",5
144924,"Square plot 5 x 5 m, most habitats",14
144926,"Linear plot",14
144927,"Square plot 5 x 5 m, most habitats",15
144928,"Square plot 5 x 5 m, most habitats",14
144929,"Linear plot",14
144932,"Square plot 5 x 5 m, most habitats",14
144947,"Square plot 5 x 5 m, most habitats",2
144948,"Square plot 10 x 10 m, woodlands",4
144949,"Linear plot",4
144950,"Square plot 5 x 5 m, most habitats",2
144951,"Linear plot",4
144952,"Square plot 5 x 5 m, most habitats",6
144953,"Square plot 5 x 5 m, most habitats",6
144954,"Square plot 5 x 5 m, most habitats",1
144960,"Square plot 5 x 5 m, most habitats",7
145035,"Linear plot",7
145037,"Square plot 5 x 5 m, most habitats",7
145038,"Linear plot",6
145039,"Square plot 5 x 5 m, most habitats",7
145204,"Linear plot",14
145206,"Square plot 5 x 5 m, most habitats",15
145208,"Square plot 5 x 5 m, most habitats",14
145209,"Square plot 5 x 5 m, most habitats",3
145211,"Linear plot",14
145214,"Linear plot",14
145215,"Square plot 10 x 10 m, woodlands",11
145219,"Square plot 10 x 10 m, woodlands",14
145220,"Linear plot",16
145221,"Square plot 10 x 10 m, woodlands",18
145222,"Square plot 5 x 5 m, most habitats",13
145223,"Linear plot",13
145226,"Linear plot",13
145227,"Linear plot",14
145430,"Square plot 5 x 5 m, most habitats",16
145431,"Square plot 5 x 5 m, most habitats",15
145432,"Square plot 5 x 5 m, most habitats",5
145433,"Linear plot",5
145434,"Square plot 10 x 10 m, woodlands",5
145435,"Square plot 10 x 10 m, woodlands",6
145436,"Square plot 5 x 5 m, most habitats",4
145437,"Square plot 5 x 5 m, most habitats",14
145439,"Square plot 5 x 5 m, most habitats",4
145441,"Square plot 5 x 5 m, most habitats",4
145444,"Square plot 5 x 5 m, most habitats",1
145445,"Square plot 5 x 5 m, most habitats",1
145446,"Square plot 10 x 10 m, woodlands",15
145447,"Linear plot",1
145448,"Square plot 5 x 5 m, most habitats",13
145449,"Square plot 5 x 5 m, most habitats",1
145465,"Square plot 10 x 10 m, woodlands",3
145466,"Square plot 5 x 5 m, most habitats",3
145467,"Linear plot",5
145468,"Square plot 5 x 5 m, most habitats",1
145469,"Linear plot",3
145486,"Linear plot",3
145505,"Linear plot",14
145563,"Square plot 5 x 5 m, most habitats",6
145565,"Square plot 5 x 5 m, most habitats",4
145572,"Linear plot",3
145574,"Square plot 5 x 5 m, most habitats",3
145604,"Linear plot",3
145644,"Square plot 5 x 5 m, most habitats",7
145645,"Square plot 5 x 5 m, most habitats",7
145653,"Linear plot",3
145657,"Square plot 5 x 5 m, most habitats",7
145658,"Square plot 5 x 5 m, most habitats",7
145659,"Linear plot",7
145662,"Square plot 10 x 10 m, woodlands",4
145663,"Square plot 5 x 5 m, most habitats",3
145664,"Square plot 5 x 5 m, most habitats",3
145665,"Square plot 5 x 5 m, most habitats",2
145666,"Square plot 10 x 10 m, woodlands",3
145669,"Square plot 5 x 5 m, most habitats",17
145670,"Linear plot",16
145671,"Square plot 10 x 10 m, woodlands",15
145672,"Linear plot",15
145673,"Linear plot",16
145677,"Square plot 5 x 5 m, most habitats",3
145679,"Square plot 5 x 5 m, most habitats",3
145680,"Square plot 5 x 5 m, most habitats",3
145694,"Square plot 5 x 5 m, most habitats",6
145695,"Square plot 5 x 5 m, most habitats",5
145696,"Square plot 5 x 5 m, most habitats",6
145697,"Linear plot",8
145698,"Linear plot",5
145699,"Square plot 5 x 5 m, most habitats",1
145700,"Linear plot",1
145706,"Square plot 5 x 5 m, most habitats",16
145708,"Square plot 5 x 5 m, most habitats",16
145731,"Square plot 5 x 5 m, most habitats",1
145732,"Square plot 5 x 5 m, most habitats",1
145733,"Square plot 5 x 5 m, most habitats",1
145734,"Square plot 5 x 5 m, most habitats",1
145735,"Square plot 5 x 5 m, most habitats",1
145738,"Linear plot",19
145739,"Square plot 5 x 5 m, most habitats",12
145741,"Linear plot",12
145748,"Linear plot",18
145752,"Linear plot",18
145755,"Linear plot",1
145756,"Square plot 10 x 10 m, woodlands",16
145757,"Linear plot",16
145760,"Linear plot",16
145788,"Square plot 5 x 5 m, most habitats",3
145789,"Square plot 5 x 5 m, most habitats",3
145790,"Square plot 5 x 5 m, most habitats",3
145792,"Linear plot",3
145793,"Linear plot",3
145807,"Square plot 5 x 5 m, most habitats",2
145811,"Linear plot",2
145812,"Square plot 5 x 5 m, most habitats",8
145814,"Linear plot",9
145818,"Linear plot",4
145837,"Square plot 10 x 10 m, woodlands",9
145853,"Square plot 5 x 5 m, most habitats",2
145855,"Square plot 5 x 5 m, most habitats",3
145856,"Linear plot",3
145857,"Square plot 5 x 5 m, most habitats",3
145858,"Square plot 5 x 5 m, most habitats",1
145859,"Square plot 5 x 5 m, most habitats",14
145860,"Linear plot",14
145861,"Square plot 5 x 5 m, most habitats",14
145862,"Linear plot",13
145863,"Square plot 5 x 5 m, most habitats",14
145864,"Square plot 5 x 5 m, most habitats",14
145865,"Square plot 10 x 10 m, woodlands",1
145866,"Square plot 5 x 5 m, most habitats",12
145878,"Square plot 10 x 10 m, woodlands",16
145879,"Square plot 5 x 5 m, most habitats",16
145880,"Linear plot",16
145881,"Square plot 5 x 5 m, most habitats",2
145882,"Linear plot",2
145906,"Square plot 5 x 5 m, most habitats",2
145909,"Square plot 10 x 10 m, woodlands",1
145910,"Linear plot",1
145911,"Square plot 5 x 5 m, most habitats",1
145912,"Linear plot",1
145913,"Linear plot",1
145914,"Square plot 5 x 5 m, most habitats",1
145915,"Square plot 5 x 5 m, most habitats",1
145916,"Square plot 5 x 5 m, most habitats",1
145917,"Linear plot",1
145934,"Linear plot",12
145949,"Square plot 5 x 5 m, most habitats",4
145950,"Square plot 10 x 10 m, woodlands",4
145951,"Square plot 5 x 5 m, most habitats",4
145952,"Linear plot",4
145953,"Linear plot",4
145955,"Linear plot",3
145956,"Linear plot",3
145957,"Square plot 5 x 5 m, most habitats",1
145958,"Square plot 5 x 5 m, most habitats",1
145959,"Square plot 5 x 5 m, most habitats",1
145980,"Square plot 10 x 10 m, woodlands",1
145991,"Linear plot",15
145992,"Square plot 5 x 5 m, most habitats",16
145993,"Square plot 10 x 10 m, woodlands",14
145994,"Square plot 10 x 10 m, woodlands",16
145995,"Linear plot",16
146004,"Square plot 5 x 5 m, most habitats",2
146005,"Square plot 5 x 5 m, most habitats",2
146006,"Linear plot",2
146007,"Square plot 5 x 5 m, most habitats",2
146008,"Linear plot",2
146012,"Square plot 5 x 5 m, most habitats",1
146013,"Square plot 10 x 10 m, woodlands",1
146014,"Linear plot",1
146016,"Square plot 5 x 5 m, most habitats",1
146017,"Linear plot",1
146018,"Square plot 5 x 5 m, most habitats",1
146033,"Linear plot",1
146035,"Square plot 5 x 5 m, most habitats",2
146036,"Square plot 5 x 5 m, most habitats",1
146040,"Linear plot",1
146041,"Square plot 5 x 5 m, most habitats",1
146042,"Square plot 10 x 10 m, woodlands",1
146043,"Square plot 5 x 5 m, most habitats",1
146044,"Linear plot",1
146048,"Square plot 10 x 10 m, woodlands",4
146053,"Linear plot",4
146054,"Square plot 5 x 5 m, most habitats",4
146056,"Linear plot",4
146057,"Square plot 10 x 10 m, woodlands",4
146072,"Linear plot",1
146073,"Linear plot",1
146074,"Square plot 5 x 5 m, most habitats",1
146075,"Linear plot",3
146076,"Linear plot",3
146077,"Square plot 10 x 10 m, woodlands",3
146078,"Square plot 5 x 5 m, most habitats",3
146079,"Linear plot",1
146080,"Square plot 10 x 10 m, woodlands",1
146081,"Square plot 5 x 5 m, most habitats",2
146082,"Square plot 5 x 5 m, most habitats",2
146083,"Square plot 5 x 5 m, most habitats",2
146085,"Linear plot",2
146088,"Square plot 5 x 5 m, most habitats",6
146089,"Square plot 5 x 5 m, most habitats",14
146090,"Linear plot",6
146091,"Linear plot",7
146092,"Linear plot",12
146094,"Linear plot",10
146106,"Linear plot",10
146107,"Square plot 5 x 5 m, most habitats",10
146108,"Square plot 5 x 5 m, most habitats",9
146113,"Linear plot",2
146114,"Square plot 5 x 5 m, most habitats",3
146115,"Linear plot",3
146116,"Linear plot",1
146117,"Linear plot",1
146118,"Square plot 5 x 5 m, most habitats",1
146119,"Square plot 5 x 5 m, most habitats",1
146120,"Square plot 5 x 5 m, most habitats",1
146148,"Square plot 5 x 5 m, most habitats",2
146149,"Square plot 5 x 5 m, most habitats",2
146150,"Linear plot",2
146151,"Linear plot",2
146155,"Square plot 10 x 10 m, woodlands",1
146156,"Linear plot",1
146157,"Square plot 5 x 5 m, most habitats",1
146158,"Square plot 10 x 10 m, woodlands",2
146160,"Square plot 5 x 5 m, most habitats",2
146161,"Square plot 5 x 5 m, most habitats",2
146170,"Linear plot",1
146173,"Linear plot",1
146174,"Square plot 5 x 5 m, most habitats",1
146182,"Square plot 10 x 10 m, woodlands",13
146183,"Linear plot",11
146184,"Square plot 5 x 5 m, most habitats",5
146186,"Square plot 10 x 10 m, woodlands",3
146187,"Square plot 10 x 10 m, woodlands",3
146188,"Square plot 5 x 5 m, most habitats",8
146198,"Linear plot",7
146199,"Linear plot",7
146200,"Linear plot",5
